Ex14-1Glas,Ex14-1Phosphor,Ex14-1Brightness,Ex14-2Paint,Ex14-2Time,Ex14-2Finish,Ex14-3Mat,Ex14-3Temp,Ex14-3Life,Ex14-4Pos,Ex14-4Temp,Ex14-4Density,Ex14-5 Insulation,Ex14-5 Temperature,Ex14-5 y,Ex14-6Temp,Ex14-6Copper,Ex14-6Warp,Ex14-7Doping,Ex14-7Anneal,Ex14-7Current,Ex14-8Freq,Ex14-8Env,Ex14-8Cracking,Ex14-10Cycle,Ex14-10Temp,Ex14-10Oper,Ex14-10Score,Ex14-11Conc,Ex14-11Time,Ex14-11Free,Ex14-11Strength,Ex14-12 Treatment,Ex14-12 Rep I,Ex14-12 Rep II,Ex14-13 Treatment,Ex14-13 Rep I,Ex14-13 Rep II,Ex14-14Treatment,Ex14-14Strength,Ex14-15Method,Ex14-15Position,Ex14-15Charge,Ex14-16 Food Supply,Ex14-16 Predation,Ex14-16 Regulation,Ex14-17Treatment,Ex14-17,Ex14-18Treatment,Ex14-18,Ex14-20 A,Ex14-20 B,Ex14-20 C,Ex14-20 D,Ex14-20 Yield,Ex14-21,Ex14-21,Ex14-22 A,Ex14-22 B,Ex14-22  C,Ex14-22  D,Ex14-22 y,Ex14-22  sqrt(y),Ex14-23 A,Ex14-23 B,Ex14-23 Response,Ex14-24 A,Ex14-24 B,Ex14-24 C,Ex14-24 D,Ex14-24 E,Ex14-24 Strength,Ex14-25 A,Ex14-25 B,Ex14-25 C,Ex14-25 D,Ex14-25 E,Ex14-25 Yield,Ex14-26 ST,Ex14-26 pH,Ex14-26 RC,Ex14-26 R1,Ex14-26 R2,Ex14-27 A,Ex14-27 B,Ex14-27 C,Ex14-27 D,Ex14-27 E,Ex14-27 Strength,Ex14-29 configuration,Ex14-29 A,Ex14-29 B,Ex14-29 C,Ex14-29 D,Ex14-29 Y,Ex14-34 A,Ex14-34 B,Ex14-34 C,Ex14-34 D,Ex14-34 Score,Ex14-37 Juice,Ex14-37 Exercise,Ex14-37 Delay,Ex14-37 Time,Ex14-37 Glucose,Ex14-38A,Ex14-38B,Ex14-38C,Ex14-38  Value,Ex14-38 Block,EX14-40 Dispatching time,EX14-40 Rework Delay,EX14-40 Rework Level,EX14-40 Temp,EX14-40 Average time,Ex14-43 A,Ex14-43 B,Ex14-43 C,Ex14-43 D,Ex14-43 E,Ex14-43 y,Ex14-44 A,Ex14-44 B,Ex14-44 C,Ex14-44 D=ABC,Ex14-44 treatment,Ex14-44 Rate,Ex14-45,Ex14-45,Ex14-46 A1,Ex14-46 X2,Ex14-46 X3,Ex14-46 X4,Ex14-46 X5,Ex14-46 Heat I,Ex14-46 Heat II,Ex14-47,Ex14-47,"Ex14-51 Glassware, x1","Ex14-51 Reagent, x2","Ex14-51 Sample Prep, x3","Ex14-51 Tracer, x4","Ex14-51 Dissolution, x5","Ex14-51 Hood, x6","Ex14-51 Chemistry, x7","Ex14-51 Ashing, x8","Ex14-51 Response mBq, y",Ex14-52 A,Ex14-52 B,Ex14-52 C,Ex14-52 D,Ex14-52 E,Ex14-52 F,Ex14-52 G,Ex14-52 Sales,Ex15-53 x1,Ex15-53 x2,Ex15-53 y,Ex14-54 X1,Ex14-54 X2,Ex14-54 X3,Ex14-54 MLS,Ex14-57 X1,Ex14-57 X2,Ex14-57 y,Ex14-58 x1,Ex14-58 x2,Ex14-58 x3,Ex14-58 y1,Ex14-58 y2,Ex14-60 Trial,Ex14-60 Speed,Ex14-60 Feed,Ex14-60 Depth,Ex14-60 x1,Ex14-60 x2,Ex14-60 x3,Ex14-60 Roughness,Ex14-61pH,Ex14-61Conc,Ex14-61Viscosity,Ex14-62Gear,Ex14-62Time,Ex14-62Distortion,Ex14-63Level,Ex14-63Salt,Ex14-63Flam,Ex14-64Bump,Ex14-64Method,Ex14-64Accuracy,Ex14-65Treatment ,Ex14-65 ,Ex14-66Treatment ,Ex14-66 ,Ex14-67 V,Ex14-67 F,Ex14-67 P,Ex14-67 G,Ex14-67 Roughness,Ex14-72 A,Ex14-72 B,Ex14-72 C,Ex14-72 D,Ex14-72 E,Ex14-72Replicate1 ,Ex14-72Replicate2 ,Ex14-72Replicate3 ,Ex14-73 x1,Ex14-73 x2,Ex14-73 y,Ex14-74 Solvent,Ex14-74 Time,Ex14-74 Protein Extract,Ex14-75 Nitrogen,Ex14-75 Potassium,Ex14-75 Severity,Ex14-76a X1,Ex14-76a X2,Ex14-76a Y,Ex14-76b x1,Ex14-76b x2,Ex14-76b X1,Ex14-76b X2,Ex14-76b y,Ex14-77 A,Ex14-77 B,Ex14-77 C,Ex14-77 D,Ex14-77 E,Ex14-77 F,Ex14-77 G,Ex14-77 Current Density,Ex14-78 A,Ex14-78 B,Ex14-78 C,Ex14-78 D,Ex14-78 E,Ex14-78 F,Ex14-78 G,Ex14-78 Weight Content,Ex14-78 Cullular Content,Ex14-79 Treatment ,Ex14-79 Time ,Ex14-82 A,Ex14-82 B,Ex14-82 C,Ex14-82 D,Ex14-82 E, Ex14-82 F,Ex14-82 G,Ex14-82 Yield,Example14-1Primer,Example14-1Method,Example14-1Adhesion,Example14-2Feed,Example14-2Depth,Example14-2Angle,Example14-2Roughness,Example14-5Gap,Example14-5Pressure,Example14-5C2F6,Example14-5Power,Example14-5Etch,Example14-6Time,Example14-6Temperature,Example14-6Yield,Example14-7Block,Example14-7A,Example14-7B,Example14-7C,Example14-7D,Example14-7E,Example14-7Distance,Example14-8A,Example14-8B,Example14-8C,Example14-8D,Example14-8E,Example14-8F,Example14-9Shrinkage,Example14-12Time,Example14-12Temperature,Example14-12x1,Example14-12x2,Example14-12Conversion,Example14-12Viscosity
2,1,235,2,20,86,1,high,82,2,800,547,1,2,2.7,75,60,18,2,900/60,3.2,10,Salt,1.75,40,350,1,23,10,2,650,100.6,,,,bd,163,159,bd,3000,SRD,R,-2.2,-1,-1,172.339,bd,32,bd,50,-1,1,-1,1,13,ABC,-2.95,1,-1,-1,-1,17,4.12311,,,,-1,1,1,-1,1,3006,1,-1,1,-1,-1,20,,,,,,-1,1,-1,1,-1,478.76,11,-1,1,-1,1,0.1196,-1,-1,1,1,168,,,,,,1,-1,1,22,3,,,,,,-1,1,-1,1,-1,1.85,,,,,,,bde,3.45,-1,1,-1,1,1,8.4,8.16,,,-1,1,-1,1,-1,1,1,-1,0.133,,,,,,,,,1.414,1.414,72.7,1,0,0,6.7609,0,0,157,0,-1,0,101.67,17.67,11,65,0.25,0.75,0,0,0,2.367,5.9,2.5,185,28,120,0.062,1,CaCO3,728,130,3,0.82,,,bd,72.7,6,2,30,170,110,-1,1,-1,1,1,7.5,7.56,7.5,,,,7,60,42.4,150,120,34,,,,0,0,15.5,15,107.824,-1,1,-1,1,1,-1,1,552,1,-1,1,1,-1,1,-1,10.8,22.5,,,-1,1,-1,1,1,-1,-1,97.1,2,Spray,6.1,30,0.025,25,10,-1,1,-1,1,1052,,,,2,-1,-1,1,-1,-1,6,-1,1,-1,1,1,-1,34,55,165,0,0,68.5,35
2,1,240,2,20,68,1,high,58,2,800,521,1,2,5.8,75,60,13,2,900/60,3.5,10,Salt,2.06,40,350,1,28,10,2,650,100.9,,,,abd,185,191,abd,6100,SRD,R,-5.36,-1,-1,108.969,abd,50,abd,25,1,1,-1,1,24,ABD,-8,1,-1,1,1,4,2,,,,-1,-1,-1,-1,-1,700,-1,-1,1,-1,-1,16,,,,,,1,1,-1,1,-1,568.23,12,-1,1,-1,-1,0.1191,1,1,1,1,194,,,,,,-1,1,1,67,3,,,,,,1,1,-1,1,1,0.62,,,,,,,abd,5.68,1,1,-1,1,-1,19.08,15.4,,,1,1,-1,1,-1,-1,-1,1,0.0476,,,,,,,,,0,0,82,-1,-1,-1,5.7727,0,0,146,1,-1,0,357,32.91,12,65,0.25,0.75,0,0,0,2.467,5.9,2.5,192,28,120,0.0825,1,CaCO3,720,130,3,0.95,,,abd,73.3,2,2,30,170,110,1,1,-1,-1,1,7.63,7.75,7.56,,,,7,60,40.9,150,120,35.9,,,,0,0,15.5,15,108.978,1,1,-1,1,-1,1,-1,880,-1,-1,1,-1,1,1,1,20.8,149.7,,,1,1,-1,1,-1,-1,1,92.4,2,Spray,6.3,30,0.025,25,13,1,1,-1,1,868,,,,2,-1,-1,-1,1,-1,4,1,1,-1,1,-1,-1,60,55,165,0,0,69.4,36
2,2,260,2,25,98,2,low,150,2,825,988,1,3,2.3,75,80,17,2,900/180,7.81,1,Air,2.65,40,350,2,38,15,1.5,350,98.5,,,,cd,168,174,cd,800,,,,-1,1,40.799,cd,18,cd,40,-1,-1,1,1,19,ACD,10.25,1,1,1,1,0,0,,,,-1,1,-1,1,1,4000,1,1,-1,1,1,53,,,,,,-1,-1,1,1,-1,444.72,13,-1,-1,1,1,0.1192,-1,1,1,-1,173,,,,,,1,-1,-1,18,4,,,,,,-1,-1,1,1,-1,1.09,,,,,,,cde,5.22,-1,-1,1,1,1,13.07,10.55,,,-1,-1,1,1,-1,-1,1,1,0.133,,,,,,,,,,,,-1,1,-1,6.1805,,,,-1,0,0,171.33,15.01,13,28,0.25,0.75,-1.414,0,0,3.633,5.9,2.7,197,,,,1,CaCl2,725,260,1,4.95,,,cd,68,6,1,38,170,102,-1,-1,1,1,1,7.32,7.44,7.44,,,,7,90,28.2,250,30,42.7,,,,0,0,15.5,15,109.169,-1,-1,1,1,1,1,-1,16,1,1,-1,-1,1,1,-1,13.5,140.1,,,-1,-1,1,1,1,-1,1,93,3,Dip,3.8,20,0.04,25,10,-1,-1,1,1,1075,,,,2,1,1,1,-1,-1,6,-1,-1,1,1,1,-1,16,55,165,0,0,69,37
2,2,240,2,25,73,2,low,188,2,825,1026,1,3,5.6,75,80,12,2,900/180,7.75,1,Air,2.68,40,350,2,36,15,1.5,350,97.2,,,,acd,197,199,acd,1100,,,,-1,1,47.959,acd,21,acd,25,1,-1,1,1,21,BCD,-7.95,-1,1,1,-1,50,7.07107,,,,1,-1,-1,1,1,1500,1,-1,-1,1,-1,10,,,,,,1,-1,1,1,-1,410.37,14,-1,-1,1,-1,0.1194,-1,-1,-1,1,164,,,,,,-1,1,-1,62,4,,,,,,1,-1,1,1,1,1.1,,,,,,,acd,4.38,1,-1,1,1,-1,18.57,20.53,,,1,-1,1,1,-1,1,-1,-1,5.75,,,,,,,,,,,,-1,1,1,6.4894,,,,0,0,0,372,0,14,150,0.25,0.75,1.414,0,0,2.767,5.9,2.7,196,,,,1,CaCl2,727,260,1,4.55,,,acd,76.3,2,1,38,170,76,1,-1,1,-1,1,7.56,7.69,7.62,,,,7,90,27.3,250,30,40.4,,,,,,,,,1,-1,1,1,-1,-1,1,20,-1,1,-1,1,-1,1,1,10.3,47.3,,,1,-1,1,1,-1,-1,-1,95,3,Dip,3.7,20,0.04,25,8,1,-1,1,1,860,,,,2,-1,1,1,1,-1,7,1,-1,1,1,-1,-1,5,,,,,,
2,2,235,2,25,88,2,low,159,2,825,1004,1,3,2.2,75,100,27,2,950/60,9.38,1,Air,2.06,40,350,2,35,15,1.5,500,96,,,,bcd,170,174,bcd,3300,,,,-1,1,74.439,bcd,44,bcd,50,-1,1,1,1,17,ABCD,-6.25,-1,-1,1,-1,3,1.73205,,,,-1,1,-1,-1,-1,3400,0,0,0,0,0,40,,,,,,-1,1,1,1,-1,428.51,15,-1,-1,-1,1,0.1188,1,1,-1,1,185,,,,,,-1,-1,1,104,4,,,,,,-1,1,1,1,1,0.76,,,,,,,bcd,4.3,-1,1,1,1,-1,20.59,21.19,,,-1,1,1,1,1,-1,-1,-1,0.0153,,,,,,,,,,,,-1,0,0,6.8182,,,,1,0,0,501.67,92.5,15,65,0.12,0.75,0,-1.414,0,1.153,5.9,2.7,204,,,,1,CaCl2,719,260,2,2.73,,,bcd,76,6,1,30,170,98,-1,1,1,-1,1,7.18,7.18,7.25,,,,7,120,23.5,250,90,36.5,,,,,,,,,-1,1,1,1,-1,-1,-1,8,1,-1,-1,1,1,-1,1,23,153.2,,,-1,1,1,1,-1,1,-1,97,3,Dip,4,30,0.04,25,16,-1,1,1,1,1063,,,,2,1,-1,1,1,-1,9,-1,1,1,1,-1,1,37,,,,,,
2,3,220,2,30,66,2,low,126,2,850,526,1,3,0.9,75,100,31,2,950/60,10.02,1,Air,2.38,40,350,3,34,15,1.5,500,96.9,,,,abcd,194,198,abcd,6000,,,,-1,1,54.389,abcd,61,abcd,23,1,1,1,1,23,,,-1,1,-1,-1,2,1.41421,,,,-1,-1,1,-1,-1,600,-1,1,1,1,1,41,,,,,,1,1,1,1,-1,491.47,16,-1,-1,-1,-1,0.1188,1,-1,1,-1,179,,,,,,1,1,1,36,4,,,,,,1,1,1,1,-1,2.1,,,,,,,abcde,4.05,1,1,1,1,1,14.03,11.31,,,1,1,1,1,1,1,1,1,2.47,,,,,,,,,,,,,,,,,,,-1,1,0,264,63.5,16,65,0.5,0.75,0,1.414,0,6.333,5.9,2.7,204,,,,1,Na2CO3,751,260,2,2.6,,,abcd,75.9,2,1,30,170,68,1,1,1,1,1,7.81,7.5,7.59,,,,7,120,34.1,250,90,37.4,,,,,,,,,1,1,1,1,1,1,1,15,-1,-1,-1,-1,-1,-1,-1,12.1,35.2,,,1,1,1,1,1,1,1,98,3,Spray,5.5,30,0.04,25,14,1,1,1,1,729,,,,2,1,1,-1,1,-1,12,1,1,1,1,1,1,52,,,,,,
2,3,225,2,30,45,2,med,136,2,850,538,1,3,4.9,100,40,16,2,1000/15,10.19,1,H20,3.2,40,350,3,36,15,1.5,650,98.4,,,,,,,e,800,,,,,,,e,8,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,800,1,1,-1,-1,-1,55,,,,,,-1,-1,-1,-1,1,607.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,427,88.61,17,65,0.25,0.42,0,0,-1.414,2.533,,,,,,,1,Na2CO3,761,260,3,2.36,,,,,,,,,,,,,,,,,,,,,11,30,29,250,120,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Spray,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,230,2,30,85,2,med,122,2,850,532,1,3,3.4,100,40,12,2,1000/15,10.1,1,H20,3.18,40,350,3,39,15,1.5,650,97.6,,,,,,,ae,1200,,,,,,,ae,12,,,,,,,,,,,,,,,,,,,1,1,-1,-1,-1,5500,1,1,-1,-1,1,52,,,,,,1,-1,-1,-1,1,620.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,730.67,21.08,18,65,0.25,1.33,0,0,1.414,3.2,,,,,,,1,Na2CO3,755,260,3,2.46,,,,,,,,,,,,,,,,,,,,,11,30,32.7,250,120,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Spray,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,med,106,,,,2,1,3,100,60,18,2,1000/30,10.81,1,H20,3.96,50,300,1,36,15,2,350,97.5,,,,,,,be,3500,,,,,,,be,35,,,,,,,,,,,,,,,,,,,-1,-1,-1,1,-1,1000,-1,1,1,-1,-1,40,,,,,,-1,1,-1,-1,1,610.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,1,220.67,133.82,19,28,0.25,0.75,-1.414,0,0,3.233,,,,,,,2,Untreated,945,,,,,,,,,,,,,,,,,,,,,,,,11,60,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,med,115,,,,2,1,2.1,100,60,21,2,1000/30,10.6,1,H20,3.64,50,300,1,35,15,2,350,98.1,,,,,,,abe,6200,,,,,,,abe,52,,,,,,,,,,,,,,,,,,,-1,-1,-1,1,1,1900,1,1,-1,1,-1,50,,,,,,1,1,-1,-1,1,638.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,1,239.67,23.46,20,150,0.25,0.75,1.414,0,0,2.967,,,,,,,2,Untreated,881,,,,,,,,,,,,,,,,,,,,,,,,11,60,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,high,25,,,,2,1,5.9,100,80,25,,,,1,Salt,3.1,50,300,1,36,15,2,500,98.7,,,,,,,ce,600,,,,,,,ce,15,,,,,,,,,,,,,,,,,,,1,-1,1,1,1,2000,-1,-1,-1,-1,1,8,,,,,,-1,-1,1,-1,1,585.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,1,422,18.52,21,65,0.12,0.75,0,-1.414,0,1.21,,,,,,,2,Untreated,919,,,,,,,,,,,,,,,,,,,,,,,,11,90,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,high,70,,,,2,1,3.2,100,80,23,,,,1,Salt,3.24,50,300,2,34,15,2,500,96,,,,,,,ace,1200,,,,,,,ace,22,,,,,,,,,,,,,,,,,,,-1,1,1,1,1,3400,-1,-1,-1,1,1,6,,,,,,1,-1,1,-1,1,586.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,1,199,29.44,22,65,0.5,0.75,0,1.414,0,6.733,,,,,,,2,MgCl2,794,,,,,,,,,,,,,,,,,,,,,,,,11,90,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,high,58,,,,2,1,4.1,100,100,30,,,,1,Salt,3.98,50,300,2,38,15,2,650,99.6,,,,,,,bce,3006,,,,,,,bce,45,,,,,,,,,,,,,,,,,,,1,1,1,1,1,6800,-1,1,-1,1,-1,32,,,,,,-1,1,1,-1,1,601.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,485.33,44.67,23,65,0.25,0.42,0,0,-1.414,2.833,,,,,,,2,MgCl2,760,,,,,,,,,,,,,,,,,,,,,,,,11,120,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,high,45,,,,2,1,2.5,100,100,23,,,,1,Salt,3.24,50,300,2,39,15,2,650,99,,,,,,,abce,5500,,,,,,,abce,65,,,,,,,,,,,,,,,,,,,-1,-1,1,1,1,1500,-1,-1,1,-1,1,15,,,,,,1,1,1,-1,1,608.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,673.67,158.21,24,65,0.25,1.33,0,0,1.414,3.267,,,,,,,2,MgCl2,757,,,,,,,,,,,,,,,,,,,,,,,,11,120,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,low,138,,,,2,2,3,125,40,21,,,,0.1,Air,2.24,50,300,3,33,20,1.5,350,97.5,,,,,,,de,1900,,,,,,,de,6,,,,,,,,,,,,,,,,,,,-1,1,-1,1,-1,3000,1,-1,-1,1,1,10,,,,,,-1,-1,-1,1,1,442.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,1,176.67,55.51,,,,,,,,,,,,,,,2,NaCl,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,low,110,,,,2,2,2.5,125,40,17,,,,0.1,Air,2.71,50,300,3,34,20,1.5,350,96.6,,,,,,,ade,1500,,,,,,,ade,10,,,,,,,,,,,,,,,,,,,-1,-1,1,1,-1,800,1,1,1,1,1,63,,,,,,1,-1,-1,1,1,434.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,501,138.94,,,,,,,,,,,,,,,2,NaCl,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,low,168,,,,2,2,0.4,125,60,23,,,,0.1,Air,2.81,50,300,3,35,20,1.5,500,95.6,,,,,,,bde,4000,,,,,,,bde,30,,,,,,,,,,,,,,,,,,,-1,1,1,1,-1,3300,1,-1,1,1,1,20,,,,,,-1,1,-1,1,1,417.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1010,142.45,,,,,,,,,,,,,,,2,NaCl,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,low,160,,,,2,2,1.5,125,60,21,,,,0.1,Air,2.08,50,350,1,37,20,1.5,500,96.2,,,,,,,abde,6500,,,,,,,abde,53,,,,,,,,,,,,,,,,,,,-1,-1,1,-1,1,600,0,0,0,0,0,43,,,,,,1,1,-1,1,1,510.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,CaCO3,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,med,174,,,,2,2,2.6,125,80,23,,,,0.1,H20,11,50,350,1,39,20,1.5,650,97.4,,,,,,,cde,1500,,,,,,,cde,15,,,,,,,,,,,,,,,,,,,1,1,1,-1,-1,5300,-1,-1,-1,-1,-1,7,,,,,,-1,-1,1,1,1,392.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,CaCO3,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,med,120,,,,2,2,3.5,125,80,22,,,,0.1,H20,11,50,350,1,35,20,1.5,650,98.1,,,,,,,acde,2000,,,,,,,acde,20,,,,,,,,,,,,,,,,,,,1,-1,1,-1,-1,1000,1,1,1,-1,-1,60,,,,,,1,-1,1,1,1,343.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,CaCO3,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,med,150,,,,2,3,1.3,125,100,29,,,,0.1,H20,9.06,50,350,2,34,20,2,350,97.6,,,,,,,bcde,3400,,,,,,,bcde,41,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5400,1,-1,1,1,-1,21,,,,,,-1,1,1,1,1,385.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,CaCl2,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,med,139,,,,2,3,0.5,125,100,31,,,,0.1,H20,11.3,50,350,2,38,20,2,350,98.4,,,,,,,abcde,6800,,,,,,,abcde,63,,,,,,,,,,,,,,,,,,,1,1,-1,1,-1,6100,1,1,1,1,-1,61,,,,,,1,1,1,1,1,446.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,CaCl2,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,high,96,,,,2,3,1.7,,,,,,,0.1,Salt,9.96,50,350,2,36,20,2,500,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-1,-1,-1,900,1,-1,-1,-1,-1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,CaCl2,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,high,104,,,,2,3,3.3,,,,,,,0.1,Salt,10.01,50,350,3,34,20,2,500,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1,1,1,6500,-1,1,-1,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Na2CO3,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,high,82,,,,2,3,1.1,,,,,,,0.1,Salt,9.36,50,350,3,36,20,2,650,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4500,1,1,1,-1,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Na2CO3,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
